																Vergleich der Annotator:innen										Vergleich der Annotator:innen mit Goldstandard von Alina			
gerade	O	gerade	0	gerade	0	0	0	gerade	0	gerade	0	0	0	gerade	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
als	O	als	0	als	0	0	0	als	0	als	0	0	0	als	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ob	O	ob	0	0b	0	0	0	0b	0	0b	0	0	0	0b	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
etwas	O	etwas	0	etwas	0	0	0	etwas	0	etwas	0	0	0	etwas	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sagen	O	sagen	1	sagen	1	0	0	sagen	0	sagen	0	0	0	sagen	0	nÜ	Ü	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	Ü	Ü	Ü
möcht	O	möcht	0	möcht	0	0	0	möcht	0	möcht	0	0	0	möcht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sich	O	sich	0	sich	0	0	0	sich	0	sich	0	0	0	sich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nicht	O	nicht	0	nicht	0	0	0	nicht	0	nicht	0	0	0	nicht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
traut	O	traut	0	traut	0	0	0	traut	0	traut	0	0	0	traut	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
es	O	es	0	es	0	0	0	es	0	es	0	0	0	es	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nicht	O	nicht	0	nicht	0	0	0	nicht	0	nicht	0	0	0	nicht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
herausbringt	O	herausbringt	0	herausbringt	0	0	0	herausbringt	0	herausbringt	0	0	0	herausbringt	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Endlich	O	Endlich	0	Endlich	0	0	0	Endlich	0	Endlich	0	0	0	Endlich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
auf	O	auf	0	auf	0	0	0	auf	0	auf	0	0	0	auf	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
das	O	das	0	das	0	0	0	das	0	das	0	0	0	das	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	nÜ
viele	O	viele	0	viele	0	0	0	viele	0	viele	0	0	2	viele	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü
Bitten	O	Bitten	0	Bitten	1	0	1	Bitten	1	Bitten	0	1	1	Bitten	1	nÜ	nÜ	nÜ	nÜ	Ü	nÜ	nÜ	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
der	O	der	0	der	0	0	0	der	0	der	0	0	0	der	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Mutter	O	Mutter	0	Mutter	0	0	0	Mutter	0	Mutter	0	0	0	Mutter	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
geht	O	geht	0	geht	0	0	0	geht	0	geht	0	0	0	geht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
zur	O	zur	0	zur	0	0	0	zur	0	zur	0	0	0	zur	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Ruh	O	Ruh	0	Ruh	0	0	0	Ruh	0	Ruh	0	0	0	Ruh	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
›	O	›	0	›	0	0	0	›	0	›	0	0	0	›	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Morgen	O	Morgen	0	M0rgen	0	0	0	M0rgen	0	M0rgen	0	0	0	M0rgen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
reden	character_sound	reden	1	reden	1	1	0	reden	0	reden	0	0	0	reden	0	nÜ	Ü	Ü	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	Ü	Ü	Ü
wir	O	wir	0	wir	0	0	0	wir	0	wir	0	0	0	wir	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
weiter	character_sound	weiter	0	weiter	1	1	0	weiter	0	weiter	0	0	0	weiter	0	nÜ	nÜ	Ü	nÜ	Ü	Ü	Ü	Ü	Ü	nÜ	Ü	Ü	Ü	Ü
‹	O	‹	0	‹	0	0	0	‹	0	‹	0	0	0	‹	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sagt	character_sound	sagt	1	sagt	1	1	1	sagt	1	sagt	0	1	1	sagt	1	nÜ	Ü	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü
der	O	der	0	der	0	0	0	der	0	der	0	0	0	der	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Vater	O	Vater	0	Vater	0	0	0	Vater	0	Vater	0	0	0	Vater	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
mit	O	mit	0	mit	0	0	0	mit	0	mit	0	0	0	mit	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
einer	O	einer	0	einer	0	0	0	einer	0	einer	0	0	0	einer	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Art	O	Art	0	Art	1	0	1	Art	1	Art	0	1	1	Art	1	nÜ	nÜ	nÜ	nÜ	Ü	nÜ	nÜ	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
Todesangst	O	Todesangst	0	T0desangst	1	0	1	T0desangst	1	T0desangst	0	1	1	T0desangst	1	nÜ	nÜ	nÜ	nÜ	Ü	nÜ	nÜ	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
:	O	:	0	:	0	0	0	:	0	:	0	0	0	:	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
›	O	›	0	›	0	0	0	›	0	›	0	0	0	›	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Wenn	O	Wenn	0	Wenn	0	0	0	Wenn	0	Wenn	0	0	0	Wenn	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
zwei	O	zwei	0	zwei	0	0	0	zwei	0	zwei	0	0	0	zwei	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
bitten	O	bitten	0	bitten	0	0	0	bitten	0	bitten	0	0	0	bitten	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
kommen	O	kommen	0	k0mmen	0	0	0	k0mmen	0	k0mmen	0	0	0	k0mmen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
vielleicht	O	vielleicht	0	vielleicht	0	0	0	vielleicht	0	vielleicht	0	0	0	vielleicht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
erbarmt	O	erbarmt	0	erbarmt	0	0	0	erbarmt	0	erbarmt	0	0	0	erbarmt	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ihr	O	ihr	0	ihr	0	0	0	ihr	0	ihr	0	0	0	ihr	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
euch	O	euch	0	euch	0	0	0	euch	0	euch	0	0	0	euch	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
dann	O	dann	0	dann	0	0	0	dann	0	dann	0	0	0	dann	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
‹	O	‹	0	‹	0	0	0	‹	0	‹	0	0	0	‹	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
In	O	In	0	In	0	0	0	In	0	In	0	0	0	In	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
einer	O	einer	0	einer	0	0	0	einer	0	einer	0	0	0	einer	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Viertelstund	O	Viertelstund	0	Viertelstund	0	0	0	Viertelstund	0	Viertelstund	0	0	0	Viertelstund	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
hat	O	hat	0	hat	0	0	0	hat	0	hat	0	0	0	hat	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
die	O	die	0	die	0	0	0	die	0	die	0	0	0	die	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Mutter	O	Mutter	0	Mutter	0	0	0	Mutter	0	Mutter	0	0	0	Mutter	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nachgesehen	O	nachgesehen	0	nachgesehen	0	0	0	nachgesehen	0	nachgesehen	0	0	0	nachgesehen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
da	O	da	0	da	0	0	0	da	0	da	0	0	0	da	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ist	O	ist	0	ist	0	0	0	ist	0	ist	0	0	0	ist	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
im	O	im	0	im	0	0	0	im	0	im	0	0	0	im	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Bett	O	Bett	0	Bett	0	0	0	Bett	0	Bett	0	0	0	Bett	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
gelegen	O	gelegen	0	gelegen	0	0	0	gelegen	0	gelegen	0	0	0	gelegen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
hat	O	hat	0	hat	0	0	0	hat	0	hat	0	0	0	hat	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
geschlafen	O	geschlafen	0	geschlafen	0	0	0	geschlafen	0	geschlafen	0	0	0	geschlafen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
–	O	–	0	–	0	0	0	–	0	–	0	0	0	–	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
oder	O	oder	0	0der	0	0	0	0der	0	0der	0	0	0	0der	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
dergleichen	O	dergleichen	0	dergleichen	0	0	0	dergleichen	0	dergleichen	0	0	0	dergleichen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
getan	O	getan	0	getan	0	0	0	getan	0	getan	0	0	0	getan	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Am	O	Am	0	Am	0	0	0	Am	0	Am	0	0	0	Am	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nächsten	O	nächsten	0	nächsten	0	0	0	nächsten	0	nächsten	0	0	0	nächsten	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Morgen	O	Morgen	0	M0rgen	0	0	0	M0rgen	0	M0rgen	0	0	0	M0rgen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
war	O	war	0	war	0	0	0	war	0	war	0	0	0	war	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
verschwunden	O	verschwunden	0	verschwunden	0	0	0	verschwunden	0	verschwunden	0	0	0	verschwunden	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Sie	O	Sie	0	Sie	0	0	0	Sie	0	Sie	0	0	0	Sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
hat	O	hat	0	hat	0	0	0	hat	0	hat	0	0	0	hat	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sich	O	sich	0	sich	0	0	0	sich	0	sich	0	0	0	sich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ins	O	ins	0	ins	0	0	0	ins	0	ins	0	0	0	ins	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Wasser	O	Wasser	0	Wasser	0	0	0	Wasser	0	Wasser	0	0	0	Wasser	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
gestürzt	O	gestürzt	0	gestürzt	0	0	0	gestürzt	0	gestürzt	0	0	0	gestürzt	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
oder	O	oder	0	0der	0	0	0	0der	0	0der	0	0	0	0der	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
in	O	in	0	in	0	0	0	in	0	in	0	0	0	in	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
einen	O	einen	0	einen	0	0	0	einen	0	einen	0	0	0	einen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Abgrund	O	Abgrund	0	Abgrund	0	0	0	Abgrund	0	Abgrund	0	0	0	Abgrund	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
erklärte	character_sound	erklärte	1	erklärte	1	1	1	erklärte	1	erklärte	1	1	1	erklärte	1	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
die	O	die	0	die	0	0	0	die	0	die	0	0	0	die	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Gräfin	O	Gräfin	0	Gräfin	0	0	0	Gräfin	0	Gräfin	0	0	0	Gräfin	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
mit	O	mit	0	mit	0	0	0	mit	0	mit	0	0	0	mit	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
großer	sound_quality	großer	0	gr0ßer	2	2	2	gr0ßer	2	gr0ßer	0	2	2	gr0ßer	2	nÜ	nÜ	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
Bestimmtheit	character_sound	Bestimmtheit	0	Bestimmtheit	1	1	1	Bestimmtheit	1	Bestimmtheit	1	1	1	Bestimmtheit	1	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Wohl	O	Wohl	0	W0hl	0	0	0	W0hl	0	W0hl	0	0	0	W0hl	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ihr	O	ihr	0	ihr	0	0	0	ihr	0	ihr	0	0	0	ihr	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
daß	O	daß	0	daß	0	0	0	daß	0	daß	0	0	0	daß	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
es	O	es	0	es	0	0	0	es	0	es	0	0	0	es	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
konnte	O	konnte	0	k0nnte	0	0	0	k0nnte	0	k0nnte	0	0	0	k0nnte	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
daß	O	daß	0	daß	0	0	0	daß	0	daß	0	0	0	daß	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
keine	O	keine	0	keine	0	0	0	keine	0	keine	0	0	0	keine	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Gouvernanten	O	Gouvernanten	0	G0uvernanten	0	0	0	G0uvernanten	0	G0uvernanten	0	0	0	G0uvernanten	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
da	O	da	0	da	0	0	0	da	0	da	0	0	0	da	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
waren	O	waren	0	waren	0	0	0	waren	0	waren	0	0	0	waren	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
zu	O	zu	0	zu	0	0	0	zu	0	zu	0	0	0	zu	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
hindern	O	hindern	0	hindern	0	0	0	hindern	0	hindern	0	0	0	hindern	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Wie	O	Wie	0	Wie	0	0	0	Wie	0	Wie	0	0	0	Wie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
meinen	O	meinen	0	meinen	0	0	0	meinen	0	meinen	0	0	0	meinen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
–	O	–	0	–	0	0	0	–	0	–	0	0	0	–	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Gubernanten	O	Gubernanten	0	Gubernanten	0	0	0	Gubernanten	0	Gubernanten	0	0	0	Gubernanten	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
?	O	?	0	?	0	0	0	?	0	?	0	0	0	?	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
waren	O	waren	0	waren	0	0	0	waren	0	waren	0	0	0	waren	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
freilich	O	freilich	0	freilich	0	0	0	freilich	0	freilich	0	0	0	freilich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
keine	O	keine	0	keine	0	0	0	keine	0	keine	0	0	0	keine	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
da	O	da	0	da	0	0	0	da	0	da	0	0	0	da	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
